conversation_id_str,created_at,full_text,username
1858049974535344489,Sun Nov 17 07:30:09 +0000 2024,wtb joki makalah geografi kelas 10 Kurikulum merdeka #zonauang,aisbeaar
1858041144581529842,Sun Nov 17 06:55:04 +0000 2024,dok izin mau nanya mapel sekolah aku gada fisika kimia tapi ada biologi. untuk masuk jurusan fk di kurikulum merdeka ini pasti bisa cuma apa di saranin ya dok? kebetulan aku gabelajar kimia jadi bingung banget bakal gimana kalo kuliah fk,BaseAnakFK
1858036724825469111,Sun Nov 17 06:37:30 +0000 2024,Kek nggak ada org lain aja,mageransoul
1857368187429687359,Sun Nov 17 05:46:16 +0000 2024,@yanwarakhman @tradingtbo @clayiskoro @nurdin_syamsull @kegblgnunfaedh Semenjak kurikulum KBK 2013 ampe kurikulum merdeka 2022 dah ga ad yg namanya siswa gak naik kelas bang. Jd bukan salah guru bang. Info aj nih.. Gratifikasi d dunia pendidikan sudah d atur dlm UU PTPK. Jd klw abang liat ad gratifikasi d sekolah...boleh d lapor bang,serverrlua60149
1856901296579625054,Sun Nov 17 05:11:33 +0000 2024,@themissinfella @tehpocimandapa karena ganti mentri gasii kurikulum merdeka kan mau di review ulang,nilrofficial
1857944914266567109,Sun Nov 17 04:06:56 +0000 2024,@samkakalaa Sejak Kurikulum Merdeka? Opo nembe2 wae?,rkmtoadi
1857352906120581155,Sun Nov 17 03:52:04 +0000 2024,@alxvliuu @Spirit_Fiction2 @sugarcandy9392 @justj1min @torabikakopii iyaa kak kalau swasta ada kalau negeri gak adaa di angkatan aku. Skrg ada SMA Informatika kurikulum merdeka tapi SMA aja SMP sm SD gak ada bahkan untuk lab komputer beluk tentu semua sekolah apalagi SD kak,namisukacuan
1857967253406495090,Sun Nov 17 02:01:27 +0000 2024,Ada yang mau bikin modul ajar kurikulum merdeka? Bisa banget yaaa start from 150k aja langsung WA ke https://t.co/H3MAZFL2Hg #zonauang #jokitugas,kimjungwuuwu
1857615288377946455,Sun Nov 17 01:33:07 +0000 2024,@Flyingfighter27 Hasil dari kurikulum merdeka Ya merdeka dapat nilai bagus walaupun otak jeblok,DaphneWin_
1857944914266567109,Sun Nov 17 00:32:41 +0000 2024,Baru tau sekarang gak semua jurusan di stemba masa belajarnya 4 tahun terima kasih kurikulum merdeka i guess....,rkmtoadi
1857618600519209173,Sat Nov 16 23:46:17 +0000 2024,@zanatul_91 Nah itu udah ada kok di kurikulum merdeka. Mapel Informatika dari Fase A sampai C untuk SD,brbhyy
1857714355846238536,Sat Nov 16 23:17:38 +0000 2024,@DedynurPalakka Jangan membebani kinerja otak anak dengan sesuatu hal yang berat. Kapasitas otak seorang anak diusia SD masih belum mampu menerima mapel yang rumit. Jadi sesuaikan dengan kondisinya. Kurikulum merdeka aja masih keteteran dan carut marut. Bahkan dinegara² maju seperti Jepang (1),haiderisa619
1857546609976029665,Sat Nov 16 18:24:42 +0000 2024,@WidasSatyo Impact kurikulum merdeka sebelum nya Murmer di bawah 5 jt https://t.co/KP1GSpHDeb,menetralisir
1857728629029089602,Sat Nov 16 17:11:02 +0000 2024,@kipasmaspion_ @Saffaane Kurikulum merdeka : https://t.co/01RSft9ibJ,BuyuHama
1857811512297140615,Sat Nov 16 17:10:43 +0000 2024,@jari_droid @Kemdikdasmen @prabowo Kurikulum merdeka : https://t.co/01RSft9ibJ,BuyuHama
1857796901145563598,Sat Nov 16 14:44:32 +0000 2024,elv open joki tugas joki skripsi modul ajar kurikulum merdeka perangkat pembelajaran lengkap dan bimbingan skripsi yaa guys!! masih on sampe malem sung WA ke https://t.co/HMH21xstF1 ogeyy,elenastore_
1857728629029089602,Sat Nov 16 14:28:44 +0000 2024,@Saffaane Ini mah kurikulum lama vs kurikulumm merdeka,kipasmaspion_
1857780736826241477,Sat Nov 16 13:47:11 +0000 2024,@algedonxc Nah sejak dulu swasta elit udah ada tapi entah kenapa sekarang malah dianggap lebih wah Tapi gak heran sih kalau swasta skrg bisa nambah materi sendiri dari kurikulum merdeka yg gjls itu kan ya,stefanyvonne
1857689785743323186,Sat Nov 16 12:33:40 +0000 2024,@DokterTifa Semua ada kapasitas bisa sih ngajarin anak tk math sama anak sd coding tapi mereka bisa nangkep apa nggak. Ya saya yakin 95% gabisa nangkep apalagi dari kurikulum sebelumnya yaitu kurikulum merdeka. Analoginya kyk motor 100cc disuruh nanjak dieng turun mesin yg ada.,Imbloodysorry
1857735492415979542,Sat Nov 16 10:40:31 +0000 2024,Hahahahahaha. Guru lulusan kurikulum merdeka besok pasti gini,accubenz
1857664937281388957,Sat Nov 16 10:34:48 +0000 2024,@merapi_uncover @Rosyidinprnata Inilah HASIL DARI KURIKULUM MERDEKA yg dicanangkan Eks Mentri Pendidikan Tolol dulu ,Jogja115
1857422732662886749,Sat Nov 16 10:16:38 +0000 2024,@txtdrbuten goal no 1 = tembus ptn kalo sekolah lu kurikulum merdeka jangan terlalu fokus ke sekolah asal hadir absen aja tugas gapapa nyontek toh pasti bakal lulus juga fokusin ke inten aja progress latsol2 yang jelas jelas bakal ngaruh ke pilihan lu entar,jasabiannn
1857718250685215151,Sat Nov 16 09:32:00 +0000 2024,Mendikdasmen Abdul Mu'ti Sampaikan Pesan Prabowo soal Kurikulum Merdeka Alon-Alon https://t.co/CunuyZ7Ja7,jpnncom
1857715730864812044,Sat Nov 16 09:21:59 +0000 2024,45 SOAL Bahasa Indonesia Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/mXegSSEnC9 lewat @tribunnews,tribunpontianak
1857698936095662535,Sat Nov 16 08:15:15 +0000 2024,45 SOAL Prakarya Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/LfNIaa5oWp lewat @tribunnews,tribunpontianak
1857695767902965826,Sat Nov 16 08:02:40 +0000 2024,Baru dapat cerita dari temen yang kerja sebagai guru SMA menghadapi kurikulum merdeka Mas Menteri Gojek yg gak pernah sekolah di sekolah negeri dan PTN itu bikin dosa besar menghilangkan satu generasi 10 th pendidikan dasar yang tidak menghasilkan apa apa,erempebe
1857684553533411585,Sat Nov 16 08:02:01 +0000 2024,@harrysofian Izin menjawab Pak. Kalau di buku IPS kelas 7 Kurikulum Merdeka masih menggunakan teori tersebut. https://t.co/AbZ6iqCPTN,MubarokRayhan
1857693402588131549,Sat Nov 16 07:53:16 +0000 2024,45 SOAL Sosiologi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/4uvMkWP6QT lewat @tribunnews,tribunpontianak
1857691493781352767,Sat Nov 16 07:45:41 +0000 2024,45 SOAL Kimia Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/WTH4qO3Ith lewat @tribunnews,tribunpontianak
1857689195872981194,Sat Nov 16 07:36:33 +0000 2024,45 SOAL Informatika Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/2JT0LOfvBN lewat @tribunnews,tribunpontianak
1857689128764322080,Sat Nov 16 07:36:17 +0000 2024,45 SOAL Geografi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/iE8RidjmNI lewat @tribunnews,tribunpontianak
1857054119623594381,Sat Nov 16 05:38:01 +0000 2024,@jakpoes @ferrykoto Maka butuh tenaga pengajar profesional yg ngerti metode mengajar n dasar2 pendidikan. Guru cuma bs bahasa inggris dasar sj bisa bikin murid jago bhs ingris. Tpi kurikulum merdeka ini wajib ditinjau ulang sngt berantakan. Materi ajar bagus ditentukan kualitas kurikulum dn SDM,alfiarnimakhtaf
1857657778913075496,Sat Nov 16 05:31:42 +0000 2024,Sial kesel bet punya adek korban kurikulum merdeka. Keliatan bodoh bgt kls 6 sd tapi gatau tentang asean sialnya pas gw ajarin sekali aja dia langsung paham. Ini keliatan bgt yg bikin bodoh rakyat tuh siapa,Ankvinari
1857637971626770935,Sat Nov 16 04:17:06 +0000 2024,@Beritasatu Kurikulum Merdeka sudah bagus jgn bikin ortu pusing yg harus di benah bagaimana kurikulum merdeka itu lebih efisien dan bagus,FrontRepublik
1857637971626770935,Sat Nov 16 04:13:00 +0000 2024,Perhimpunan Pendidikan dan Guru Tolak Perubahan Kurikulum Merdeka https://t.co/41sM8aBUC3,Beritasatu
1857438476150653331,Sat Nov 16 02:54:33 +0000 2024,@priabamadhy @valiisaa Ini sama kayak nanya nadiem anaknya sekolah di sekolah negeri yg pake kurikulum merdeka apa tidak.,cicakganteng
1857604622757871775,Sat Nov 16 02:00:29 +0000 2024,SUASANA JAMUAN MAKSI DISEMINASI PENGUATAN IMPLEMENTASI KURIKULUM MERDEKA... https://t.co/9rIm0Yqoz7 lewat @YouTube,Muhamma11747097
1857603342211625017,Sat Nov 16 01:55:24 +0000 2024,kenapasih kurikulum merdeka ini nyusahin anak smk yg mau kuliah,peswugihan
1857538690500931885,Sat Nov 16 01:41:46 +0000 2024,@blackshark7890 Tp realnya di tk sekarwng sudah diajarkan calistung kok cekidot. Klw mereka masuk SD &amp; blm busa calistung susah ngejar materi kurikulum merdeka. Bayangin kelas 1 SD sudah ada semacam soal cerita.,RochmanIwan
1857599830304096591,Sat Nov 16 01:41:26 +0000 2024,DISEMINASI PENGUATAN IMPLEMENTASI KURIKULUM MERDEKA(IKM) MTs/SMP KAB.WON... https://t.co/i55UQ5lsAM lewat @YouTube,Muhamma11747097
1857599117079490939,Sat Nov 16 01:38:36 +0000 2024,Penganti Kurikulum Merdeka Atau Cuma Pendekatan Pembelajaran https://t.co/yujxjYxGiZ,updatecpns_com
1857593648000676159,Sat Nov 16 01:25:25 +0000 2024,Tau ga kenapa? Karena ada pergantian aturan Sebelum kurikulum merdeka itu kan ada UN sama murid bisa tidak naik kelas Apalagi sebelum zonasi kompetisi masuk sekolah favorit negeri itu gila banget Dua itu kan sudah ga ada sekarang,txtdrdigital
1857594922314158561,Sat Nov 16 01:21:56 +0000 2024,Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo https://t.co/7q25n8Ynyo,uci_store
1857218215044379001,Sat Nov 16 00:50:50 +0000 2024,@hsnstwan @zanatul_91 Kurikulum Ga Merdeka,zeezeezazaaa
1856889358290473031,Sat Nov 16 00:48:52 +0000 2024,@fmuchtaar @MorphoMenelausX Kurikulum merdeka itu bagus bukan karena bela Nadiem. Banyak perubahan yg diberikan daripada pakai kurikulum ormas Islam.,immakhab
1857059419554463763,Sat Nov 16 00:48:02 +0000 2024,@kompascom Penjelasan bagi rakyat yg masih bodoh yg nggk tahu membedakan arti tiap kata dan frasa hasil dari kurikulum merdeka (ada yg sampai kelas 7 nggak mampu baca karena tiap tahun wajib naik),Achmadchar27917
1857101170319466994,Sat Nov 16 00:23:13 +0000 2024,@Jokosusilo86 @kyroraps @folkshittmedia Ini generasi gobl*k hasil kurikulum merdeka,yah_isal
1857101170319466994,Sat Nov 16 00:09:45 +0000 2024,@folkshittmedia Ini yang katanya Indonesia emas??? Didikan anak zaman sekarang lembek mudah di lepas apalagi yang sekarang pendidikannya kurikulum merdeka pada .... ‍️‍️,FathirIzul
1857054119623594381,Fri Nov 15 23:55:22 +0000 2024,@ferrykoto Semua yg diomongin dia sudah ada di kurikulum merdeka ga tau deh nanti kalau ganti ful-ful kayak apa jadinya,indosight
1857566160415539298,Fri Nov 15 23:51:25 +0000 2024,@geloraco Kurikulum merdeka yang menghapus kan sistem NEM tidak ada anak yg tinggal kelas pun ikut berpengaruh menirukan kualitas pendidikan anak. Anak jaman dulu malah lebih kuat secara mental dan lebih cerdas bukan hanya pintar.,Rien_ajah
1857456395249140058,Fri Nov 15 22:26:15 +0000 2024,@aingriwehuy Pentingnya pendidikan akhirnya setiap lini kehidupan akan bagus Di kita? Boro2 guru yg ajarin anak2 Indonesia aja diacuhin ga dipeduliin kesejahteraannya Kurikulum aja terus yg diganti KBK KTSP sampai merdeka belajar,gamapila
1857532202709561541,Fri Nov 15 21:12:43 +0000 2024,Kualitas pendidikan tolong balikin kurikukum KTSP jebaaallll sebagai generasi uji coba kurikulum merdeka wkt SMA jujur gue lebih berasa belajar tuh di jaman kurikulum KTSP anak SD jangan dulu belajar coding ya microsoft office dulu aja yg basic udah cukup,jen9yu_k
1857405339702014408,Fri Nov 15 18:12:56 +0000 2024,@WagimanDeep212_ Kapok milih kader PKI Perjuangan,entecavir_
1857213909004104177,Fri Nov 15 17:45:26 +0000 2024,@UpdateBolabola Efek kurikulum merdeka kayaknya ngab,Ilhamwasspda
1857456338571517984,Fri Nov 15 16:11:15 +0000 2024,Kurikulum Merdeka Belajar Hasilnya Ya Merdeka bebas Belajar suka suka guru dan siswa Lihat hasilnya https://t.co/NNqL75v20v,Iconman221
1857054119623594381,Fri Nov 15 14:27:49 +0000 2024,@ElJibril4 @jakpoes @ferrykoto Mata pelajaran pilihan? Wow sejak kapan pembelajaran pedagogi siswa bisa milih mata pelajaran? Sementara mereka belum paham kebutuhan pembelajaran mereka seperti apa sedangkan anak sma yang kurikulum merdeka aja pun masih perlu di petakan dan diarahkan ,rizto2107
1857054119623594381,Fri Nov 15 13:59:03 +0000 2024,@ferrykoto Dan lagi kurikulum merdeka yg basisnya Deep Learning juga hasil pemetaan nya sudah bisa dipastikan membutuhkan pembelajaran AI dan Coding,ArifMIqbal2
1857411258607395087,Fri Nov 15 13:46:49 +0000 2024,@aqillaland killl aku boleh dm ga sih? nanya2 tentang kurikulum merdeka soalnya penasaran bgt ,chazbooks
1857250481543995828,Fri Nov 15 13:34:49 +0000 2024,@DepthInWinter Halo kak lauttt sebelumnya MAKASIH UDAH BUAT GA INI. aku rencana masuk ke ilmu komunikasi UNPAD kak lautt! Karena kebagian kurikulum merdeka yang banyak presentasi itu entah kenapa jadi seneng aja ngobrol depan orng gituu (kadang masih ragu sih) jadi aku mau belajar jugaa!!,bumiseperkotak
1857405105190109619,Fri Nov 15 13:28:35 +0000 2024,@YaSudahl4h @bacottetangga__ Kasih kurikulum merdeka aja,arulZaenal
1857390109580231153,Fri Nov 15 12:04:32 +0000 2024,@nuwgrahaa @rafifrizqu Lebih apes yg kena kurikulum merdeka sihh kalo kata gw. ,audindaw
1857390591786582433,Fri Nov 15 11:50:00 +0000 2024,Kurikulum Merdeka Perlu Dievaluasi karena Bikin Siswa Malas dan Guru Takut Bertindak https://t.co/lfGimydAxp,Beritasatu
1857333913439666287,Fri Nov 15 11:06:49 +0000 2024,@neVerAl0nely Hasil revolusi mental selama 10 terakhir + kurikulum merdeka... Ckckckckck,CifuiLui
1857286787582116256,Fri Nov 15 10:23:35 +0000 2024,@mas2_jawa_ lelah aku dengan kurikulum merdeka,yosefikr
1857358690791416033,Fri Nov 15 09:43:14 +0000 2024,Ga pernah sekolah tapi bisa lulus Look. Back kurikulum merdeka kh?,jackwabbaa
1857348825050239098,Fri Nov 15 09:07:58 +0000 2024,@celestrivya Nder lu kurikulum merdeka yahh?? Kok esmosi sayah,sagikuns
1857347181667357176,Fri Nov 15 08:57:30 +0000 2024,jeblosan kurikulum merdeka yg GA BOLEH ngapal,nattalovedino
1857101170319466994,Fri Nov 15 07:55:38 +0000 2024,@folkshittmedia Kurikulum merdeka ,hendar1994
1857330936897217011,Fri Nov 15 07:52:57 +0000 2024,Sosialisasi Pengelolaan Sampah di SMA Negeri 4 Kota Surakarta Kegiatan ini dilaksanakan dalam rangka implementasi Projek Penguatan Profil Pelajar Pancasila (P5) yang merupakan bagian dari Kurikulum Merdeka yang diterapkan di sekolah demi tercapainya Profil Pelajar Pancasila. https://t.co/D7hajgoZF8,dlhsurakarta
1857311034262081711,Fri Nov 15 07:43:59 +0000 2024,@piyopikavet 2 angka kode provinsi + 2 angka kode kabupaten/kota + 2 angka kode kecamatan + 2 angka tanggal (perempuan +40) + 2 angka bulan + 2 angka terakhir tahun + 4 angka nomor urut tanggal lahir &amp; kecamatan yang sama yang gak hafal fix korban kurikulum merdeka,bakulpecelpincu
1857220375903637732,Fri Nov 15 07:32:19 +0000 2024,@Y_Radianto Kemaren kurikulum merdeka sekarang kodang koding 79th Indonesia merdeka tp kebijakan pendidikan tdk pernah punya arah yg jelas 79th lho...,bumbelbi1999
1857317878904819845,Fri Nov 15 07:01:04 +0000 2024,45 SOAL Fisika Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/FVqLiQgv3d lewat @tribunnews,tribunpontianak
1857316935622705459,Fri Nov 15 06:57:19 +0000 2024,Pembela pemerintah udah weird...pembela kurikulum merdeka + nadiem lebih weird lagi. Gela,_justzhi
1857316256606732330,Fri Nov 15 06:54:37 +0000 2024,Yuk simak kunci jawaban IKM Modul 3.4 Pintar Kemenag Kurikulum Merdeka komponen minimal rapot pada kurikulum merdeka tingkat MI. https://t.co/0JRn4wfVac,TribunLombokcom
1857315767806832709,Fri Nov 15 06:52:40 +0000 2024,45 SOAL Ekonomi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/TZ2ngCfOBA lewat @tribunnews,tribunpontianak
1857314330058043430,Fri Nov 15 06:46:58 +0000 2024,Berikut ini kunci jawaban post test Modul 2 Platform Merdeka Mengajar PMM 2024 tentang Pembelajaran Versi Kurikulum Merdeka. https://t.co/I5ETo4NFPq,TribunLombokcom
1857309911614386276,Fri Nov 15 06:29:28 +0000 2024,dimana kegiatan tersebut menjadi sarana edukatif yang efektif dan terintegrasi dengan Kurikulum Merdeka untuk membentuk generasi muda yang taat hukum dan memiliki nilai-nilai moral yang kuat terutama terkait anti korupsi dan anti bullying.,KejariBlitar
1857309911614386276,Fri Nov 15 06:29:27 +0000 2024,dimana kegiatan tersebut menjadi sarana edukatif yang efektif dan terintegrasi dengan Kurikulum Merdeka untuk membentuk generasi muda yang taat hukum dan memiliki nilai-nilai moral yang kuat terutama terkait anti korupsi dan anti bullying.,KejariBlitar
1857308456723910695,Fri Nov 15 06:23:37 +0000 2024,45 SOAL Biologi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/C3WYgYorB3 lewat @tribunnews,tribunpontianak
1857303629964919280,Fri Nov 15 06:04:27 +0000 2024,45 SOAL Antropologi Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/t0Q32p8yhn lewat @tribunnews,tribunpontianak
1857302343697780869,Fri Nov 15 05:59:20 +0000 2024,Kurikulum Merdeka! Hasilnya murid2 yang terpenjara dalam kebodohan dan kemiskinan. Mereka tidak tahu membaca menulis dan berhitung. 12:3 aja gak tahu. Dasar sekali itu Cc @nadiemmakarim @officialmkri @_bemsi @DPR_RI #Judol303BencanaNasional #Judol303BencanaNasional https://t.co/Fbwj0uvent,Zay34562
1857301686160941240,Fri Nov 15 05:56:43 +0000 2024,45 SOAL Sejarah Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/1gvPXRD5WJ lewat @tribunnews,tribunpontianak
1857299757368291823,Fri Nov 15 05:49:03 +0000 2024,46 SOAL MTK Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/8rbLrAYEMe lewat @tribunnews,tribunpontianak
1857101170319466994,Fri Nov 15 05:43:01 +0000 2024,@folkshittmedia 1. Mental generasi pecundang dan pengecut. Ini to hasil kurikulum merdeka? Kurikulum serba bebas n liberal? Astaghfirullahal'adzim. Itu siswanya harus bertanggung jawab dia berani menabrak hukuman yg pantas ya ditabrak sebagaimana yg berani dia lakukan. https://t.co/yv17VrOGJ2,AngelaP87434352
1857298181912211729,Fri Nov 15 05:42:48 +0000 2024,untung aku dulu sekolah kurikulum KTSP.. gatau deh kalo aku belajar tp kurikulum merdeka bisa beneran bodo -_-,migunanibhumi
1857296942197567959,Fri Nov 15 05:37:52 +0000 2024,45 SOAL Agama Islam Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/flDV60plGv lewat @tribunnews,tribunpontianak
1857294361676980659,Fri Nov 15 05:27:37 +0000 2024,43 SOAL Agama Kristen Kelas 11 Semester 1 Kurikulum Merdeka dan Kunci Jawaban Ulangan Tahun 2024 https://t.co/eJTkViARVr lewat @tribunnews,tribunpontianak
1857294316299030537,Fri Nov 15 05:27:26 +0000 2024,Open Les Privat Online Kelas 10 Kelas 11 Kelas 12 Gapyear / semigap K13 / kurikulum merdeka Tidak harus rutin Bisa campur mapel Mapel ️ Matematika ️ Matematika Tingkat Lanjut ️ Fisika ️ Kimia ️ PK PM SNBT Daftar/tanya² klik : https://t.co/c6hxHpJEXa t,athena_private
1855491371307839767,Fri Nov 15 05:11:19 +0000 2024,Totto-chan Shosaku Kobayashi yang saat itu membangun Tomoe Gakuen pada masa Perang Dunia II telah menerapkan pembelajaran berdiferensiasi yang dewasa ini digaungkan dalam pendidikan Indonesia melalui Kurikulum Merdeka. Detail reviu: https://t.co/GuG2zaASAT,yangmuliadiva
1857054119623594381,Fri Nov 15 05:05:51 +0000 2024,@OkkyPratam59137 @jakpoes @ferrykoto Ooh sorry bukan ngilang. Yang saya baca dari media memang coding itu mata pelajaran pilihan. Saya juga belum tau persis kurikulum merdeka itu seperti apa. Yg saya tangkap yg namanya pilihan itu boleh ikut atau kagak. Semacam ekskul sekarang.,ElJibril4
1857278087203008734,Fri Nov 15 04:25:58 +0000 2024, Kurikulum Merdeka (tapi tidak memerdekakan) adalah kualitas copy dan kedalaman konsep itu. ,jalololoe
1857276116538741236,Fri Nov 15 04:23:22 +0000 2024,dan terbuktikan dunia perfilman indonesia itu yg paling laku dan paling di-milking terus menerus ya film horror dan knp bisa di milking terus ya karena byk yg nonton dan diproduksi lagi untuk dikonsumsi sm mereka lagi itu jg jd masalah ajg kurikulum merdeka bangsattt,fuckjaksel
1857054119623594381,Fri Nov 15 04:07:56 +0000 2024,@ferrykoto Nadiem ketika deploy kurikulum merdeka tdk melakukan Assesment yg ente maksud Nadiem gk lakuin pemetaan untuk mengenali potensi guru² menerapkan computational thinking karakter thinking guru² kebutuhan guru tahap perkembangan dan pencapaian pengajaran Guru². Very very kontol,bengkokek
1857177231111618668,Fri Nov 15 04:01:07 +0000 2024,@V3g3L Celurit adalah solusi,entecavir_
1857267393959235743,Fri Nov 15 03:40:27 +0000 2024,Di sini masih sibuk implementasi kurikulum merdeka di sana udah nyusun deep learning,rrmthb
1857264944443523364,Fri Nov 15 03:30:43 +0000 2024,Pemerintah gencar memeratakan akses internet untuk mendukung pendidikan melalui Kurikulum Merdeka. SDN 005 Lembah Rewak manfaatkan internet untuk pembelajaran. https://t.co/vR7E7rv5PF,detikinet
1856967013341827094,Fri Nov 15 02:56:40 +0000 2024,@Rasta_Qhilo14 @Abe_Mukti soal karakter mah kan di kurikulum merdeka juga sudah diterapkan + gali minat bakat ya butuh waktu buat penyesuaian udah digoreng duluan bhs inggris skrng diwajibkan dulu kan mulok?pilihan. gonta ganti kurikulum juga gak baik akan lebih baik.ditambah yg kurangnya dievaluasi.,nugraharani
1856955218354974923,Fri Nov 15 02:31:07 +0000 2024,@mlnmlk @Viraap00 Ya kan hasil kurikulum merdeka. Ngerti gak ngerti yg penting merdeka ,XGeiin
1857054119623594381,Fri Nov 15 02:27:35 +0000 2024,@ferrykoto Mungkin kurikulum merdeka cocok untuk si @ferrykoto karena kurikulum CBSA terbukti tidak membuat dia jadi pintar,Ayah3orgAnak
1857244045325877684,Fri Nov 15 02:07:40 +0000 2024,CONTOH SOAL PILIHAN BERGANDA kurikulum merdeka : Jika ada orang cuma minta duit orang lain disetor ke juragannya. Lalu duit tsb buat makan (gaji) dia dan kawan2 nya maka dia disebut : A. Tukang parkir. B. Tukang palak. C. Perampok rakyat D. Semua benar. Salam #JumatBerkah https://t.co/4KumR7L50v,SumandoGaek
1857054119623594381,Fri Nov 15 01:57:34 +0000 2024,@ElJibril4 @ferrykoto Kurikulum merdeka gak ada mata pelajaran pilihan. Nih contoh kurikulum merdeka SMA. https://t.co/p4wQs8qtiW,jakpoes
1857089904771002691,Fri Nov 15 01:37:28 +0000 2024,@tanyakanrl ak mayan jago di mapel mapel ips gt (geo sosio) gt tpi lemah di mapel ipa (bio kimia fisika) ‍️‍️ untung ak kurikulum merdeka jadi ambil peminatan mapel ipa nya cmn ambil bio sisanya mapel ips,levicsm
1857229670212862208,Fri Nov 15 01:12:24 +0000 2024,Sebenarnya to be fair Kurikulum Merdeka memberikan ruang untuk ini dalam Proyek P5. Proyek pembelajaran bisa dirancang sesuai dengan permasalahan yang ada di daerah itu atau untuk meningkatkan potensi daerah. Cuma entah kenapa ujungnya jadi pameran bazaar semua.,doelkamdi_46
1857044777201492343,Fri Nov 15 00:37:04 +0000 2024,@pinginmayones Kurikulum komorinkeknya lbh ribet dr kurikulum merdeka,nefertarha
1857220520678404232,Fri Nov 15 00:34:12 +0000 2024,dari cara kerja kurikulum merdeka sepertinya pak nadiem makarim sangat meremehkan kebodohan para warga konoha ,yanniyeoja
1857207058573259021,Thu Nov 14 23:40:42 +0000 2024,ada yang punya latihan soal kelas 10 Kurikulum Merdeka gak ya?,ilulabbiest
1857204190625640783,Thu Nov 14 23:29:18 +0000 2024,Pensiunan Guru: Pemanfaatan AI dalam Pembelajaran Kurikulum Merdeka https://t.co/KP0VB0fv2l,tisna162
1857054119623594381,Thu Nov 14 23:12:14 +0000 2024,@ferrykoto Kurikulum Merdeka itu ada di Pemerintahan Jokowi.... Apa mau di teruskan atau di ganti oleh pemerintahan Prabowo terserah pemerintahan Prabowo.... Tinggal pikir sendiri di mana posisi Wapres tentang pendidikan,tanjung_nuzul
1857187249231937651,Thu Nov 14 22:21:59 +0000 2024,OPEN joki pembuatan modul ajar kurikulum merdeka. fee start 60k aja UNTUK 2 MINGGU KEDEPAN udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin dll. BTW udah PPG YAA.. #jokipgsd #jokimpdulajar #jokipendidikan #jokitugasmurah,unxcrn_co
1857054119623594381,Thu Nov 14 21:58:28 +0000 2024,@ferrykoto Asbun. Mana berita lama/2019 yang kaitkan Kurikulum Merdeka dg deep learning? https://t.co/lNs7BJ7RbC,muttle9
1857072964367220910,Thu Nov 14 17:42:03 +0000 2024,@Raky4tB3rs4tu__ @PngAdilnR4kyt Dulu saat menteri lama mereka baru kelas 2 SD jadi sekarang saat kls 12 sudah lupalah. Itulah hebatnya kurikulum merdeka siapa dulu yg punya visi misi ini ,JostemT
1857109568096207047,Thu Nov 14 17:13:19 +0000 2024,ATP (Alur Tujuan Pembelajaran) Pendidikan Pancasila Kelas 3 SD/MI Fase B Kurikulum Merdeka #atpkelas3 #atppendidikanpancasila #alurtujuanpembelajaran #atpkurikulummerdeka https://t.co/D4EIeNDawt,abdierablog
1857091269979205779,Thu Nov 14 16:00:36 +0000 2024,Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yo https://t.co/7q25n8XPIQ,uci_store
1856700453612102016,Thu Nov 14 14:33:59 +0000 2024,@notwaternotmark Disomasi kenapa kak Rin? Owhh berarti kakak blm pernah ngajar pake kurikulum merdeka yah? Cuma setauku review live dari para tanteku yg anaknya kena kurikulum merdeka ini pada ngeluh karna semua bab mapel yg harusnya pisah2 kayak dijadiin satu,ilalangterbang
