full_text,filtered,cleaned,tokenize,normalisasi
@tempodotco Katanya anak sekolah hasil didikan kurikulum merdeka banyak yang tidak bisa baca ini malah di ajarin coding opo ne iki ,katanya anak sekolah hasil didikan kurikulum merdeka banyak yang tidak bisa baca ini malah di ajarin coding opo ne iki,kata anak sekolah hasil dik kurikulum merdeka banyak tidak bisa baca malah ajarin coding opo ne iki,"['kata', 'anak', 'sekolah', 'hasil', 'dik', 'kurikulum', 'merdeka', 'banyak', 'tidak', 'bisa', 'baca', 'malah', 'ajarin', 'coding', 'opo', 'ne', 'iki']","['kata', 'anak', 'sekolah', 'hasil', 'dik', 'kurikulum', 'merdeka', 'banyak', 'tidak', 'bisa', 'baca', 'malah', 'ajarin', 'coding', 'opo', 'ne', 'ini']"
gue beneran ga paham sama kurikulum merdeka dah guys masa gue ngerjain kpk sama fpb salah??????,gue beneran ga paham sama kurikulum merdeka dah guys masa gue ngerjain kpk sama fpb salah,beneran ga paham sama kurikulum merdeka guys masa ngerjain kpk sama fpb salah,"['beneran', 'ga', 'paham', 'sama', 'kurikulum', 'merdeka', 'guys', 'masa', 'ngerjain', 'kpk', 'sama', 'fpb', 'salah']","['beneran', 'tidak', 'paham', 'sama', 'kurikulum', 'merdeka', 'teman', 'masa', 'ngerjain', 'kpk', 'sama', 'fpb', 'salah']"
@Boediantar4 @Abe_Mukti Kurikulum merdeka,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
nih kurikulum ganti jadi 2013 aja kata gue mah anjir rudet lah kurikulum merdeka teh ,nih kurikulum ganti jadi aja kata gue mah anjir rudet lah kurikulum merdeka teh,kurikulum ganti jadi kata mah anjir rudet kurikulum merdeka teh,"['kurikulum', 'ganti', 'jadi', 'kata', 'mah', 'anjir', 'rudet', 'kurikulum', 'merdeka', 'teh']","['kurikulum', 'ganti', 'jadi', 'kata', 'mah', 'anjing', 'rudet', 'kurikulum', 'merdeka', 'teh']"
@buntand @Iflaa1105 Akibat kurikulum merdeka abal abal,akibat kurikulum merdeka abal abal,akibat kurikulum merdeka abal abal,"['akibat', 'kurikulum', 'merdeka', 'abal', 'abal']","['akibat', 'kurikulum', 'merdeka', 'abal', 'abal']"
@Boediantar4 @Abe_Mukti Kurikulum merdeka ?,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
@Boediantar4 @Abe_Mukti Kurikulum merdeka,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
@Boediantar4 @Abe_Mukti Inilah hasil kurikulum merdeka...jadinya indonesia cemas....pak guru gk ush takut hajar saja kalau sudah mengancam jiwa....dan gk ush di lamain lg lgs keluarkan dr sekolah masih banyak org yg mau sekolah...,inilah hasil kurikulum merdeka jadinya indonesia cemas pak guru gk ush takut hajar saja kalau sudah mengancam jiwa dan gk ush di lamain lg lgs keluarkan dr sekolah masih banyak org yg mau sekolah,ini hasil kurikulum merdeka jadi indonesia cemas pak guru gk ush takut hajar kalau sudah ancam jiwa gk ush lamain lgs keluar sekolah masih banyak yg sekolah,"['ini', 'hasil', 'kurikulum', 'merdeka', 'jadi', 'indonesia', 'cemas', 'pak', 'guru', 'gk', 'ush', 'takut', 'hajar', 'kalau', 'sudah', 'ancam', 'jiwa', 'gk', 'ush', 'lamain', 'lgs', 'keluar', 'sekolah', 'masih', 'banyak', 'yg', 'sekolah']","['ini', 'hasil', 'kurikulum', 'merdeka', 'jadi', 'indonesia', 'cemas', 'bapak', 'guru', 'tidak', 'ush', 'takut', 'hajar', 'kalau', 'sudah', 'ancam', 'jiwa', 'tidak', 'ush', 'lamain', 'lgs', 'keluar', 'sekolah', 'masih', 'banyak', 'yang', 'sekolah']"
@Boediantar4 @erazhahir @Abe_Mukti Produk kurikulum merdeka merdeka pakai seragam,produk kurikulum merdeka merdeka pakai seragam,produk kurikulum merdeka merdeka pakai seragam,"['produk', 'kurikulum', 'merdeka', 'merdeka', 'pakai', 'seragam']","['produk', 'kurikulum', 'merdeka', 'merdeka', 'pakai', 'seragam']"
@ttmymoodb biru+merah = kurikulum merdeka biru+merah+putih = kurikulum deep web,biru merah kurikulum merdeka biru merah putih kurikulum deep web,biru merah kurikulum merdeka biru merah putih kurikulum deep web,"['biru', 'merah', 'kurikulum', 'merdeka', 'biru', 'merah', 'putih', 'kurikulum', 'deep', 'web']","['biru', 'merah', 'kurikulum', 'merdeka', 'biru', 'merah', 'putih', 'kurikulum', 'deep', 'web']"
@Boediantar4 @Abe_Mukti Kurikulum merdeka,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
 Joki tugas pendidikan (khususny PGSD) Skripsi kualitatif k13 kurikulum merdeka RPP modul bahan ajar LKPD soal eval PPT artikel makalah jurnal jasa tulis ketik mind map poster infografis. Trusted murah &amp; tidak asal. Testi di bio‍️ ️ https://t.co/oGIwrTbliJ https://t.co/OFfwlbtyQR,joki tugas pendidikan khususny pgsd skripsi kualitatif k kurikulum merdeka rpp modul bahan ajar lkpd soal eval ppt artikel makalah jurnal jasa tulis ketik mind map poster infografis trusted murah amp tidak asal testi di bio,joki tugas didik khususny pgsd skripsi kualitatif kurikulum merdeka rpp modul bahan ajar lkpd soal eval ppt artikel makalah jurnal jasa tulis ketik mind map poster infografis trusted murah tidak asal testi bio,"['joki', 'tugas', 'didik', 'khususny', 'pgsd', 'skripsi', 'kualitatif', 'kurikulum', 'merdeka', 'rpp', 'modul', 'bahan', 'ajar', 'lkpd', 'soal', 'eval', 'ppt', 'artikel', 'makalah', 'jurnal', 'jasa', 'tulis', 'ketik', 'mind', 'map', 'poster', 'infografis', 'trusted', 'murah', 'tidak', 'asal', 'testi', 'bio']","['joki', 'tugas', 'didik', 'khususny', 'pgsd', 'skripsi', 'kualitatif', 'kurikulum', 'merdeka', 'rpp', 'modul', 'bahan', 'ajar', 'lkpd', 'soal', 'eval', 'ppt', 'artikel', 'makalah', 'jurnal', 'jasa', 'tulis', 'ketik', 'mind', 'map', 'poster', 'infografis', 'trusted', 'murah', 'tidak', 'asal', 'testi', 'biologi']"
@mufamfrh kurikulum merdeka,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
@Boediantar4 @Abe_Mukti Hasil kurikulum merdeka,hasil kurikulum merdeka,hasil kurikulum merdeka,"['hasil', 'kurikulum', 'merdeka']","['hasil', 'kurikulum', 'merdeka']"
@ismailfahmi ganti kurmed dgn coret/hapus frasa kurikulum merdeka lalu kenalkan istilah deep learning pdhl deep learning dan kurikulum merdeka berkerabat dgn computational thinking. Ujung²nya OKOB aja ganti kurikulum. informatika masih menguasai alam pikiran penggede. org math&amp;bahasa ghoib.,ganti kurmed dgn coret hapus frasa kurikulum merdeka lalu kenalkan istilah deep learning pdhl deep learning dan kurikulum merdeka berkerabat dgn computational thinking ujung nya okob aja ganti kurikulum informatika masih menguasai alam pikiran penggede org math amp bahasa ghoib,ganti kurmed coret hapus frasa kurikulum merdeka lalu kenal istilah deep learning pdhl deep learning kurikulum merdeka kerabat computational thinking ujung okob ganti kurikulum informatika masih kuasa alam pikir gede math bahasa ghoib,"['ganti', 'kurmed', 'coret', 'hapus', 'frasa', 'kurikulum', 'merdeka', 'lalu', 'kenal', 'istilah', 'deep', 'learning', 'pdhl', 'deep', 'learning', 'kurikulum', 'merdeka', 'kerabat', 'computational', 'thinking', 'ujung', 'okob', 'ganti', 'kurikulum', 'informatika', 'masih', 'kuasa', 'alam', 'pikir', 'gede', 'math', 'bahasa', 'ghoib']","['ganti', 'kurmed', 'coret', 'hapus', 'frasa', 'kurikulum', 'merdeka', 'lalu', 'kenal', 'istilah', 'deep', 'learning', 'padahal', 'deep', 'learning', 'kurikulum', 'merdeka', 'kerabat', 'computational', 'pikir', 'ujung', 'okob', 'ganti', 'kurikulum', 'informatika', 'masih', 'kuasa', 'alam', 'pikir', 'gede', 'matematika', 'bahasa', 'ghoib']"
@Boediantar4 @Abe_Mukti Apa ini Hasil kurikulum merdeka ala rezim @jokowi,apa ini hasil kurikulum merdeka ala rezim,apa hasil kurikulum merdeka ala rezim,"['apa', 'hasil', 'kurikulum', 'merdeka', 'ala', 'rezim']","['apa', 'hasil', 'kurikulum', 'merdeka', 'ala', 'rezim']"
Kapolri Tambahkan Kurikulum Terkait Pangan di SMK Bhayangkara https://t.co/MO3kCOmEjo,kapolri tambahkan kurikulum terkait pangan di smk bhayangkara,kapolri tambah kurikulum kait pangan smk bhayangkara,"['kapolri', 'tambah', 'kurikulum', 'kait', 'pangan', 'smk', 'bhayangkara']","['kapolri', 'tambah', 'kurikulum', 'kait', 'pangan', 'smk', 'bhayangkara']"
@PicuPiee @_moonlitlustre_ @TirtoID gw hadir kesini cuma mau bilang situ wibu rohis goblok sampah gak punya anak gak punya pengalaman cari sekolah dgn pilihan berbagai kurikulum Cambridge Int Baccalaureate atau Merdeka plus tapi merasa paling paham. Situ pasti denial lagi kalo di SD sdh ada ekskul robotik,gw hadir kesini cuma mau bilang situ wibu rohis goblok sampah gak punya anak gak punya pengalaman cari sekolah dgn pilihan berbagai kurikulum cambridge int baccalaureate atau merdeka plus tapi merasa paling paham situ pasti denial lagi kalo di sd sdh ada ekskul robotik,hadir kesini cuma bilang situ wibu roh goblok sampah gak punya anak gak punya alam cari sekolah pilih bagai kurikulum cambridge int baccalaureate atau merdeka plus tapi rasa paling paham situ pasti denial kalo sd sdh ada ekskul robotik,"['hadir', 'kesini', 'cuma', 'bilang', 'situ', 'wibu', 'roh', 'goblok', 'sampah', 'gak', 'punya', 'anak', 'gak', 'punya', 'alam', 'cari', 'sekolah', 'pilih', 'bagai', 'kurikulum', 'cambridge', 'int', 'baccalaureate', 'atau', 'merdeka', 'plus', 'tapi', 'rasa', 'paling', 'paham', 'situ', 'pasti', 'denial', 'kalo', 'sd', 'sdh', 'ada', 'ekskul', 'robotik']","['hadir', 'kesini', 'hanya', 'bilang', 'situ', 'wibu', 'roh', 'goblok', 'sampah', 'tidak', 'punya', 'anak', 'tidak', 'punya', 'alam', 'cari', 'sekolah', 'pilih', 'bagai', 'kurikulum', 'cambridge', 'int', 'baccalaureate', 'atau', 'merdeka', 'tambah', 'tapi', 'rasa', 'paling', 'paham', 'situ', 'pasti', 'denial', 'kalau', 'sd', 'sdh', 'ada', 'ekskul', 'robotik']"
Was-was Menanti Kejelasan Kurikulum Merdeka dan Deep Learning https://t.co/KO8amE6X1l,was was menanti kejelasan kurikulum merdeka dan deep learning,was nanti jelas kurikulum merdeka deep learning,"['was', 'nanti', 'jelas', 'kurikulum', 'merdeka', 'deep', 'learning']","['was', 'nanti', 'jelas', 'kurikulum', 'merdeka', 'deep', 'learning']"
@PicuPiee @_moonlitlustre_ @TirtoID hehe sudah ketaker situ gak punya anak jd gak punya pengalaman muter2 cari sekolah anak SD dgn pilihan berbagai kurikulum cambridge Int Baccalaureate atau Merdeka plus yg ada pelajaran computing science. Goblok,hehe sudah ketaker situ gak punya anak jd gak punya pengalaman muter cari sekolah anak sd dgn pilihan berbagai kurikulum cambridge int baccalaureate atau merdeka plus yg ada pelajaran computing science goblok,sudah ketaker situ gak punya anak jd gak punya alam muter cari sekolah anak sd pilih bagai kurikulum cambridge int baccalaureate atau merdeka plus ada ajar computing science goblok,"['sudah', 'ketaker', 'situ', 'gak', 'punya', 'anak', 'jd', 'gak', 'punya', 'alam', 'muter', 'cari', 'sekolah', 'anak', 'sd', 'pilih', 'bagai', 'kurikulum', 'cambridge', 'int', 'baccalaureate', 'atau', 'merdeka', 'plus', 'ada', 'ajar', 'computing', 'science', 'goblok']","['sudah', 'ketaker', 'situ', 'tidak', 'punya', 'anak', 'jadi', 'tidak', 'punya', 'alam', 'muter', 'cari', 'sekolah', 'anak', 'sd', 'pilih', 'bagai', 'kurikulum', 'cambridge', 'int', 'baccalaureate', 'atau', 'merdeka', 'tambah', 'ada', 'ajar', 'computing', 'science', 'goblok']"
@TirtoID Bagus ini langkah bagus Kurikulum merdeka gabungin dengan ini makin lengkap ,bagus ini langkah bagus kurikulum merdeka gabungin dengan ini makin lengkap,bagus langkah bagus kurikulum merdeka gabungin dengan makin lengkap,"['bagus', 'langkah', 'bagus', 'kurikulum', 'merdeka', 'gabungin', 'dengan', 'makin', 'lengkap']","['bagus', 'langkah', 'bagus', 'kurikulum', 'merdeka', 'gabungin', 'dengan', 'makin', 'lengkap']"
@tempodotco Bagus sih usulan pak Wapres tapi banyak murid yang sudah dirusak kurikulum merdeka kemarin ... Mbok ya nunggu sampai pemahaman pendidikan dasarnya masuk dulu lah,bagus sih usulan pak wapres tapi banyak murid yang sudah dirusak kurikulum merdeka kemarin mbok ya nunggu sampai pemahaman pendidikan dasarnya masuk dulu lah,bagus usul pak wapres tapi banyak murid sudah rusak kurikulum merdeka kemarin mbok nunggu sampai paham didik dasar masuk dulu,"['bagus', 'usul', 'pak', 'wapres', 'tapi', 'banyak', 'murid', 'sudah', 'rusak', 'kurikulum', 'merdeka', 'kemarin', 'mbok', 'nunggu', 'sampai', 'paham', 'didik', 'dasar', 'masuk', 'dulu']","['bagus', 'usul', 'bapak', 'wapres', 'tapi', 'banyak', 'siswa', 'sudah', 'rusak', 'kurikulum', 'merdeka', 'kemarin', 'mbok', 'nunggu', 'sampai', 'paham', 'didik', 'dasar', 'masuk', 'dulu']"
@F2aldi Basic pendidikan masih ngaco Tapi ya itu kurikulum merdeka. Siswa bebas untuk tidak belajar ,basic pendidikan masih ngaco tapi ya itu kurikulum merdeka siswa bebas untuk tidak belajar,basic didik masih ngaco tapi itu kurikulum merdeka siswa bebas untuk tidak ajar,"['basic', 'didik', 'masih', 'ngaco', 'tapi', 'itu', 'kurikulum', 'merdeka', 'siswa', 'bebas', 'untuk', 'tidak', 'ajar']","['basic', 'didik', 'masih', 'kacau', 'tapi', 'itu', 'kurikulum', 'merdeka', 'siswa', 'bebas', 'untuk', 'tidak', 'ajar']"
Kurikulum Merdeka,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
Lha kurikulum merdeka belajar itu kan pendekatannya adalah deep learning. Coba pelajari dulu. Genit2 memang orang kalau sdh jadi Menteri apalagi menteri pendidikan. Tak terkecuali prof @Abe_Mukti ,lha kurikulum merdeka belajar itu kan pendekatannya adalah deep learning coba pelajari dulu genit memang orang kalau sdh jadi menteri apalagi menteri pendidikan tak terkecuali prof,lha kurikulum merdeka ajar itu dekat adalah deep learning coba ajar dulu genit orang kalau sdh jadi menteri apalagi menteri didik tak kecuali prof,"['lha', 'kurikulum', 'merdeka', 'ajar', 'itu', 'dekat', 'adalah', 'deep', 'learning', 'coba', 'ajar', 'dulu', 'genit', 'orang', 'kalau', 'sdh', 'jadi', 'menteri', 'apalagi', 'menteri', 'didik', 'tak', 'kecuali', 'prof']","['lha', 'kurikulum', 'merdeka', 'ajar', 'itu', 'dekat', 'adalah', 'deep', 'learning', 'coba', 'ajar', 'dulu', 'genit', 'orang', 'kalau', 'sdh', 'jadi', 'menteri', 'apalagi', 'menteri', 'didik', 'tidak', 'kecuali', 'prof']"
@beautifaay Akibat kurikulum merdeka,akibat kurikulum merdeka,akibat kurikulum merdeka,"['akibat', 'kurikulum', 'merdeka']","['akibat', 'kurikulum', 'merdeka']"
@AgungNugro70049 Efek kurikulum merdeka dn jg efek hape,efek kurikulum merdeka dn jg efek hape,efek kurikulum merdeka dn jg efek hape,"['efek', 'kurikulum', 'merdeka', 'dn', 'jg', 'efek', 'hape']","['efek', 'kurikulum', 'merdeka', 'dan', 'juga', 'efek', 'hp']"
 Sedang mencari buku panduan matematika yang lengkap untuk mengajar di SD/MI? Kami punya rekomendasi buku terbaik yang dirancang sesuai Kurikulum Merdeka! Yuk ikuti terus thread ini untuk detailnya. ⬇️ https://t.co/yinA9SYmIg,sedang mencari buku panduan matematika yang lengkap untuk mengajar di sd mi kami punya rekomendasi buku terbaik yang dirancang sesuai kurikulum merdeka yuk ikuti terus thread ini untuk detailnya,sedang cari buku pandu matematika lengkap untuk ajar sd mi kami punya rekomendasi buku baik rancang sesuai kurikulum merdeka ikut thread untuk detail,"['sedang', 'cari', 'buku', 'pandu', 'matematika', 'lengkap', 'untuk', 'ajar', 'sd', 'mi', 'kami', 'punya', 'rekomendasi', 'buku', 'baik', 'rancang', 'sesuai', 'kurikulum', 'merdeka', 'ikut', 'thread', 'untuk', 'detail']","['sedang', 'cari', 'buku', 'pandu', 'matematika', 'lengkap', 'untuk', 'ajar', 'sd', 'mi', 'kami', 'punya', 'rekomendasi', 'buku', 'baik', 'rancang', 'sesuai', 'kurikulum', 'merdeka', 'ikut', 'thread', 'untuk', 'detail']"
@Rizieq_Sangean Efek kurikulum merdeka,efek kurikulum merdeka,efek kurikulum merdeka,"['efek', 'kurikulum', 'merdeka']","['efek', 'kurikulum', 'merdeka']"
@tempodotco yg kemaren aja kurikulum merdeka anak sama kagak bisa baca pembagian bilangan ... mau pake ai bujubuneng tambah males aja murid2 te apa apa tinggal AI aja,yg kemaren aja kurikulum merdeka anak sama kagak bisa baca pembagian bilangan mau pake ai bujubuneng tambah males aja murid te apa apa tinggal ai aja,kemaren kurikulum merdeka anak sama kagak bisa baca bagi bilang pake ai bujubuneng tambah males murid te apa apa tinggal ai,"['kemaren', 'kurikulum', 'merdeka', 'anak', 'sama', 'kagak', 'bisa', 'baca', 'bagi', 'bilang', 'pake', 'ai', 'bujubuneng', 'tambah', 'males', 'murid', 'te', 'apa', 'apa', 'tinggal', 'ai']","['kemarin', 'kurikulum', 'merdeka', 'anak', 'sama', 'kagak', 'bisa', 'baca', 'bagi', 'bilang', 'pakai', 'ai', 'bujubuneng', 'tambah', 'malas', 'siswa', 'te', 'apa', 'apa', 'tinggal', 'ai']"
Saya buka jasa joki pembuatan modul ajar kurikulum merdeka Atau juga bisa yang lebih lengkapnya perangkat ajar 250k udah lengkap dengan bahan ajar/bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yaww https://t.co/7q25n8Ynyo,saya buka jasa joki pembuatan modul ajar kurikulum merdeka atau juga bisa yang lebih lengkapnya perangkat ajar k udah lengkap dengan bahan ajar bacaan lkpd soal evaluasi dll tinggal diimplementasikan saja untuk ukin ataupun mengajar yaww,saya buka jasa joki buat modul ajar kurikulum merdeka atau bisa lebih lengkap perangkat ajar udah lengkap dengan bahan ajar baca lkpd soal evaluasi tinggal implementasi untuk ukin atau ajar yaww,"['saya', 'buka', 'jasa', 'joki', 'buat', 'modul', 'ajar', 'kurikulum', 'merdeka', 'atau', 'bisa', 'lebih', 'lengkap', 'perangkat', 'ajar', 'udah', 'lengkap', 'dengan', 'bahan', 'ajar', 'baca', 'lkpd', 'soal', 'evaluasi', 'tinggal', 'implementasi', 'untuk', 'ukin', 'atau', 'ajar', 'yaww']","['aku', 'buka', 'jasa', 'joki', 'buat', 'modul', 'ajar', 'kurikulum', 'merdeka', 'atau', 'bisa', 'lebih', 'lengkap', 'perangkat', 'ajar', 'sudah', 'lengkap', 'dengan', 'bahan', 'ajar', 'baca', 'lkpd', 'soal', 'evaluasi', 'tinggal', 'implementasi', 'untuk', 'ukin', 'atau', 'ajar', 'yaww']"
setuju sih kemaren ada konten yg bedain penjumlahan kurikulum merdeka dan sebelum nya . itu udah dasar2 pemrograman tinggal ningkatin lagi,setuju sih kemaren ada konten yg bedain penjumlahan kurikulum merdeka dan sebelum nya itu udah dasar pemrograman tinggal ningkatin lagi,tuju kemaren ada konten bedain jumlah kurikulum merdeka belum itu udah dasar pemrograman tinggal ningkatin,"['tuju', 'kemaren', 'ada', 'konten', 'bedain', 'jumlah', 'kurikulum', 'merdeka', 'belum', 'itu', 'udah', 'dasar', 'pemrograman', 'tinggal', 'ningkatin']","['tuju', 'kemarin', 'ada', 'konten', 'bedain', 'jumlah', 'kurikulum', 'merdeka', 'belum', 'itu', 'sudah', 'dasar', 'pemrograman', 'tinggal', 'ningkatin']"
Kunci Jawaban Bahasa Inggris Kelas 9 Kurikulum Merdeka Halaman 113 114 115 Liburan ke Labuan Bajo https://t.co/Bz1QHTqBzi,kunci jawaban bahasa inggris kelas kurikulum merdeka halaman liburan ke labuan bajo,kunci jawab bahasa inggris kelas kurikulum merdeka halaman libur labu bajo,"['kunci', 'jawab', 'bahasa', 'inggris', 'kelas', 'kurikulum', 'merdeka', 'halaman', 'libur', 'labu', 'bajo']","['kunci', 'jawab', 'bahasa', 'inggris', 'kelas', 'kurikulum', 'merdeka', 'halaman', 'libur', 'labu', 'bajo']"
@eDzulfikar Literasi finansial sudah menjadi isu prioritas pada Kurikulum Merdeka &gt;&gt; https://t.co/hTnDuR9MLM https://t.co/c8OK0pmY33,literasi finansial sudah menjadi isu prioritas pada kurikulum merdeka gt gt,literasi finansial sudah jadi isu prioritas kurikulum merdeka gt,"['literasi', 'finansial', 'sudah', 'jadi', 'isu', 'prioritas', 'kurikulum', 'merdeka', 'gt']","['literasi', 'finansial', 'sudah', 'jadi', 'isu', 'prioritas', 'kurikulum', 'merdeka', 'gitu']"
@msaid_didu Si Kuntet otak cabul https://t.co/Xx8JiKGdom,si kuntet otak cabul,kuntet otak cabul,"['kuntet', 'otak', 'cabul']","['kuntet', 'otak', 'cabul']"
@tyrectt hasil kurikulum merdeka,hasil kurikulum merdeka,hasil kurikulum merdeka,"['hasil', 'kurikulum', 'merdeka']","['hasil', 'kurikulum', 'merdeka']"
Kok ada ujian? Tidak ikut Kurikulum Merdeka?,kok ada ujian tidak ikut kurikulum merdeka,ada uji tidak ikut kurikulum merdeka,"['ada', 'uji', 'tidak', 'ikut', 'kurikulum', 'merdeka']","['ada', 'uji', 'tidak', 'ikut', 'kurikulum', 'merdeka']"
@TirtoID Sebenernya udah ada kok di kurikulum merdeka Mapel Informatika mencakup cara berpikir komputasional. Gurunya pak yang belum ada mah,sebenernya udah ada kok di kurikulum merdeka mapel informatika mencakup cara berpikir komputasional gurunya pak yang belum ada mah,sebenernya udah ada di kurikulum merdeka mapel informatika cakup cara pikir komputasional guru pak belum ada,"['sebenernya', 'udah', 'ada', 'di', 'kurikulum', 'merdeka', 'mapel', 'informatika', 'cakup', 'cara', 'pikir', 'komputasional', 'guru', 'pak', 'belum', 'ada']","['sebenernya', 'sudah', 'ada', 'di', 'kurikulum', 'merdeka', 'mapel', 'informatika', 'cakup', 'cara', 'pikir', 'komputasional', 'guru', 'bapak', 'belum', 'ada']"
